,date,temp,max,min
9217,1958-05-01,14.89,18.89,12.22
9218,1958-05-02,14.94,18.28,12.22
9219,1958-05-03,16.72,26.11,12.78
9220,1958-05-04,19.67,32.22,10.5
9221,1958-05-05,22.0,31.61,12.78
9222,1958-05-06,19.56,28.28,11.11
9223,1958-05-07,15.78,24.39,12.22
9224,1958-05-08,15.72,22.22,12.78
9225,1958-05-09,15.72,22.22,12.78
9226,1958-05-10,16.06,20.5,13.28
9227,1958-05-11,14.28,18.28,11.72
9228,1958-05-12,14.72,21.61,11.72
9229,1958-05-13,15.0,24.39,8.28
9230,1958-05-14,18.78,31.11,9.39
9231,1958-05-15,21.33,31.61,12.22
9232,1958-05-16,20.28,29.39,12.22
9233,1958-05-17,21.44,30.5,12.78
9234,1958-05-18,21.78,30.5,13.89
9235,1958-05-19,21.0,30.0,12.78
9236,1958-05-20,20.61,28.28,13.89
9237,1958-05-21,21.56,31.11,13.28
9238,1958-05-22,21.61,32.22,12.22
9239,1958-05-23,21.72,28.89,14.39
9240,1958-05-24,20.78,30.0,12.78
9241,1958-05-25,21.61,32.22,12.22
9242,1958-05-26,21.94,31.61,12.78
9243,1958-05-27,21.33,31.11,13.28
9244,1958-05-28,22.33,33.28,12.78
9245,1958-05-29,22.28,31.61,13.89
9246,1958-05-30,22.39,28.89,15.5
9247,1958-05-31,18.28,26.11,13.28
9248,1958-06-01,18.44,26.11,11.72
9249,1958-06-02,17.67,25.0,11.11
9250,1958-06-03,18.06,25.5,13.28
9251,1958-06-04,20.06,27.78,11.72
9252,1958-06-05,19.0,27.78,11.72
9253,1958-06-06,17.61,25.5,13.28
9254,1958-06-07,17.67,26.11,10.5
9255,1958-06-08,17.5,25.0,12.78
9256,1958-06-09,18.72,25.5,11.11
9257,1958-06-10,18.22,26.61,9.39
9258,1958-06-11,17.22,25.0,10.5
9259,1958-06-12,17.83,24.39,12.78
9260,1958-06-13,18.11,27.78,11.72
9261,1958-06-14,22.56,33.89,12.78
9262,1958-06-15,22.33,32.72,13.28
9263,1958-06-16,23.89,32.22,17.22
9264,1958-06-17,23.22,31.11,15.5
9265,1958-06-18,23.06,31.11,14.39
9266,1958-06-19,22.83,31.11,13.89
9267,1958-06-20,22.33,31.61,13.28
9268,1958-06-21,23.06,30.0,15.0
9269,1958-06-22,24.5,33.28,17.78
9270,1958-06-23,24.94,33.89,15.5
9271,1958-06-24,23.17,31.11,13.89
9272,1958-06-25,22.78,31.61,14.39
9273,1958-06-26,23.83,33.28,15.5
9274,1958-06-27,24.11,35.5,15.5
9275,1958-06-28,25.5,35.0,17.22
9276,1958-06-29,22.78,32.22,14.39
9277,1958-06-30,20.67,29.39,11.72
9278,1958-07-01,21.39,29.39,12.78
9279,1958-07-02,20.39,28.89,13.28
9280,1958-07-03,21.22,31.11,12.78
9281,1958-07-04,21.61,29.39,13.89
9282,1958-07-05,20.89,30.5,13.89
9283,1958-07-06,22.22,30.0,13.89
9284,1958-07-07,24.61,35.0,16.11
9285,1958-07-08,26.56,38.89,15.5
9286,1958-07-09,29.11,40.5,18.28
9287,1958-07-10,30.44,41.61,18.89
9288,1958-07-11,30.17,38.89,19.39
9289,1958-07-12,26.33,36.11,19.39
9290,1958-07-13,24.72,35.0,16.11
9291,1958-07-14,21.33,31.61,15.0
9292,1958-07-15,20.89,30.0,15.0
9293,1958-07-16,20.83,31.11,11.72
9294,1958-07-17,20.72,30.0,11.72
9295,1958-07-18,21.67,30.5,12.78
9296,1958-07-19,22.33,30.5,14.39
9297,1958-07-20,22.44,31.61,14.39
9298,1958-07-21,22.67,30.0,14.39
9299,1958-07-22,21.5,30.0,14.39
9300,1958-07-23,20.94,30.5,12.78
9301,1958-07-24,21.94,31.11,13.28
9302,1958-07-25,23.56,32.22,15.5
9303,1958-07-26,23.28,31.61,15.5
9304,1958-07-27,22.5,31.61,15.0
9305,1958-07-28,23.83,33.28,15.0
9306,1958-07-29,25.89,35.5,18.89
9307,1958-07-30,26.39,34.39,18.89
9308,1958-07-31,27.61,33.28,21.11
9309,1958-08-01,26.28,34.39,19.39
9310,1958-08-02,25.39,34.39,18.89
9311,1958-08-03,26.17,34.39,18.28
9312,1958-08-04,25.44,35.0,16.11
9313,1958-08-05,25.11,35.0,17.22
9314,1958-08-06,25.17,32.72,18.89
9315,1958-08-07,25.17,33.28,18.89
9316,1958-08-08,24.78,35.0,17.78
9317,1958-08-09,27.06,36.61,19.39
9318,1958-08-10,27.44,35.5,20.0
9319,1958-08-11,27.67,35.5,21.11
9320,1958-08-12,27.89,36.61,21.11
9321,1958-08-13,26.83,33.28,21.61
9322,1958-08-14,27.28,33.28,22.22
9323,1958-08-15,24.17,32.22,21.11
9324,1958-08-16,25.83,32.22,20.5
9325,1958-08-17,24.11,31.11,17.78
9326,1958-08-18,22.44,30.5,17.78
9327,1958-08-19,22.33,31.61,16.72
9328,1958-08-20,22.78,31.61,16.72
9329,1958-08-21,22.61,31.11,16.72
9330,1958-08-22,22.17,30.5,16.11
9331,1958-08-23,21.11,30.0,14.39
9332,1958-08-24,22.83,33.89,15.5
9333,1958-08-25,25.28,35.0,18.28
9334,1958-08-26,26.72,35.0,20.0
9335,1958-08-27,25.5,34.39,18.89
9336,1958-08-28,23.33,31.61,17.78
9337,1958-08-29,23.78,32.22,16.11
9338,1958-08-30,23.78,34.39,15.5
9339,1958-08-31,25.33,37.72,14.39
9340,1958-09-01,26.33,35.0,17.22
9341,1958-09-02,24.0,32.72,16.72
9342,1958-09-03,22.78,31.11,15.5
9343,1958-09-04,23.72,33.28,15.5
9344,1958-09-05,25.78,36.61,17.22
9345,1958-09-06,27.39,37.72,20.5
9346,1958-09-07,28.83,35.5,22.22
9347,1958-09-08,27.0,35.0,20.5
9348,1958-09-09,27.39,36.11,19.39
9349,1958-09-10,26.33,35.0,16.72
9350,1958-09-11,23.72,33.28,13.89
9351,1958-09-12,21.83,31.61,13.28
9352,1958-09-13,18.61,27.78,11.72
9353,1958-09-14,21.28,37.22,11.72
9354,1958-09-15,24.89,36.61,14.39
9355,1958-09-16,26.56,38.89,15.0
9356,1958-09-17,26.17,36.61,16.72
9357,1958-09-18,24.78,36.61,15.0
9358,1958-09-19,25.89,37.22,15.5
9359,1958-09-20,25.44,35.5,15.0
9360,1958-09-21,25.17,33.89,15.5
9361,1958-09-22,20.44,30.5,15.0
9362,1958-09-23,17.56,23.28,15.5
9363,1958-09-24,17.0,26.11,12.78
9364,1958-09-25,21.72,31.61,12.78
9365,1958-09-26,23.22,35.0,12.22
9366,1958-09-27,26.17,34.39,16.72
9367,1958-09-28,26.61,32.22,21.11
9368,1958-09-29,23.78,32.22,15.5
9369,1958-09-30,23.61,33.89,15.0
9370,1958-10-01,25.5,34.39,17.22
9371,1958-10-02,25.67,36.61,17.22
9372,1958-10-03,28.22,36.11,18.28
9373,1958-10-04,26.5,35.5,17.22
9374,1958-10-05,24.56,35.0,18.28
9375,1958-10-06,19.61,27.78,15.0
9376,1958-10-07,19.11,26.11,14.39
9377,1958-10-08,18.11,27.78,11.11
9378,1958-10-09,19.44,29.39,11.11
9379,1958-10-10,21.0,33.89,12.78
9380,1958-10-11,19.94,30.0,12.22
9381,1958-10-12,22.33,35.0,13.89
9382,1958-10-13,24.83,36.11,15.5
9383,1958-10-14,25.28,36.11,16.11
9384,1958-10-15,25.72,36.11,17.22
9385,1958-10-16,26.61,37.72,16.72
9386,1958-10-17,26.44,37.72,15.5
9387,1958-10-18,24.39,35.5,13.89
9388,1958-10-19,22.33,32.22,15.0
9389,1958-10-20,18.44,28.28,11.11
9390,1958-10-21,19.11,27.22,12.78
9391,1958-10-22,17.83,27.22,8.28
9392,1958-10-23,17.39,23.89,15.0
9393,1958-10-24,16.11,20.0,13.28
9394,1958-10-25,15.28,19.39,12.78
9395,1958-10-26,15.28,21.61,10.5
9396,1958-10-27,16.22,22.78,11.72
9397,1958-10-28,16.67,28.28,8.89
9398,1958-10-29,20.11,27.22,10.0
9399,1958-10-30,18.28,26.11,8.89
9400,1958-10-31,17.39,23.28,11.11
9401,1958-11-01,15.89,24.39,6.72
9402,1958-11-02,15.78,27.78,5.61
9403,1958-11-03,17.22,28.28,7.22
9404,1958-11-04,17.83,27.78,8.89
9405,1958-11-05,17.28,26.61,8.89
9406,1958-11-06,18.28,31.11,9.39
9407,1958-11-07,17.83,27.22,9.39
9408,1958-11-08,17.17,26.61,8.28
9409,1958-11-09,15.94,25.0,7.22
9410,1958-11-10,15.06,20.0,13.28
9411,1958-11-11,11.44,13.89,9.39
9412,1958-11-12,11.72,17.22,9.39
9413,1958-11-13,12.0,19.39,5.0
9414,1958-11-14,12.0,18.89,6.72
9415,1958-11-15,11.28,16.72,6.72
9416,1958-11-16,5.39,10.5,0.0
9417,1958-11-17,5.11,13.28,-3.28
9418,1958-11-18,8.94,17.22,1.72
9419,1958-11-19,12.17,23.28,4.39
9420,1958-11-20,15.89,24.39,7.78
9421,1958-11-21,17.0,26.61,6.11
9422,1958-11-22,14.83,26.11,3.28
9423,1958-11-23,15.17,27.22,5.61
9424,1958-11-24,14.28,26.11,6.11
9425,1958-11-25,16.61,22.22,12.78
9426,1958-11-26,15.83,21.11,12.22
9427,1958-11-27,12.83,20.0,6.72
9428,1958-11-28,13.94,22.22,7.22
9429,1958-11-29,14.17,22.22,5.61
9430,1958-11-30,12.33,22.78,2.78
9431,1958-12-01,13.06,24.39,2.78
9432,1958-12-02,16.06,29.39,4.39
9433,1958-12-03,21.67,31.11,14.39
9434,1958-12-04,16.78,30.5,7.22
9435,1958-12-05,11.28,23.28,5.0
9436,1958-12-06,10.83,18.89,3.28
9437,1958-12-07,12.39,26.11,4.39
9438,1958-12-08,12.83,23.28,5.0
9439,1958-12-09,13.28,23.28,6.72
9440,1958-12-10,15.61,28.28,7.78
9441,1958-12-11,18.78,30.0,9.39
9442,1958-12-12,17.89,28.89,8.28
9443,1958-12-13,18.39,27.78,9.39
9444,1958-12-14,19.5,25.5,12.78
9445,1958-12-15,18.33,23.89,13.28
9446,1958-12-16,16.72,26.11,6.72
9447,1958-12-17,14.89,28.89,4.39
9448,1958-12-18,14.56,27.22,5.0
9449,1958-12-19,11.89,23.89,3.28
9450,1958-12-20,11.0,22.22,4.39
9451,1958-12-21,9.94,21.11,3.28
9452,1958-12-22,12.17,17.78,7.78
9453,1958-12-23,10.33,16.72,6.11
9454,1958-12-24,9.72,18.28,0.61
9455,1958-12-25,8.39,16.11,1.72
9456,1958-12-26,9.56,18.28,3.28
9457,1958-12-27,10.22,16.11,5.61
9458,1958-12-28,12.0,18.28,8.28
9459,1958-12-29,13.11,18.28,7.78
9460,1958-12-30,12.83,19.39,7.22
9461,1958-12-31,14.89,22.22,9.39
9462,1959-01-01,13.11,22.22,3.89
9463,1959-01-02,11.5,20.0,7.22
9464,1959-01-03,10.56,15.5,5.61
9465,1959-01-04,10.22,16.72,3.89
9466,1959-01-05,9.33,16.72,3.89
9467,1959-01-06,10.61,15.5,8.28
9468,1959-01-07,9.67,16.11,4.39
9469,1959-01-08,12.83,18.89,8.89
9470,1959-01-09,13.11,20.5,8.28
9471,1959-01-10,13.72,21.11,8.89
9472,1959-01-11,13.78,23.89,7.22
9473,1959-01-12,14.39,22.78,7.78
9474,1959-01-13,13.0,19.39,7.78
9475,1959-01-14,11.89,22.22,5.0
9476,1959-01-15,13.44,25.5,5.0
9477,1959-01-16,16.11,27.22,8.89
9478,1959-01-17,16.61,29.39,7.22
9479,1959-01-18,15.89,26.61,7.22
9480,1959-01-19,12.39,23.28,6.11
9481,1959-01-20,10.17,15.5,6.11
9482,1959-01-21,10.17,17.78,5.0
9483,1959-01-22,11.0,18.89,5.0
9484,1959-01-23,12.22,24.39,3.28
9485,1959-01-24,13.22,24.39,5.61
9486,1959-01-25,10.89,21.11,3.89
9487,1959-01-26,11.72,20.5,8.28
9488,1959-01-27,12.94,22.22,2.78
9489,1959-01-28,11.56,21.61,3.28
9490,1959-01-29,12.22,21.11,5.61
9491,1959-01-30,10.89,22.22,2.78
9492,1959-01-31,11.78,18.28,5.0
9493,1959-02-01,10.33,17.78,2.22
9494,1959-02-02,9.67,15.5,3.89
9495,1959-02-03,10.22,18.28,2.22
9496,1959-02-04,8.89,17.22,0.61
9497,1959-02-05,9.72,20.0,2.78
9498,1959-02-06,10.61,20.0,1.72
9499,1959-02-07,10.22,16.72,7.22
9500,1959-02-08,8.94,11.11,7.22
9501,1959-02-09,5.56,11.72,1.11
9502,1959-02-10,7.78,12.78,4.39
9503,1959-02-11,9.17,12.22,7.22
9504,1959-02-12,8.33,11.72,6.11
9505,1959-02-13,6.78,14.39,2.22
9506,1959-02-14,8.5,16.72,1.11
9507,1959-02-15,11.89,16.72,7.22
9508,1959-02-16,11.94,16.72,8.28
9509,1959-02-17,13.28,17.22,10.0
9510,1959-02-18,9.94,15.5,5.0
9511,1959-02-19,11.0,16.11,6.72
9512,1959-02-20,10.33,14.39,6.72
9513,1959-02-21,8.72,14.39,5.61
9514,1959-02-22,6.56,13.28,2.22
9515,1959-02-23,8.06,17.22,1.11
9516,1959-02-24,10.56,18.89,3.28
9517,1959-02-25,13.28,20.5,6.11
9518,1959-02-26,12.39,23.28,3.28
9519,1959-02-27,13.44,24.39,4.39
9520,1959-02-28,15.39,26.11,6.72
9521,1959-03-01,16.17,25.5,8.28
9522,1959-03-02,15.89,26.61,7.78
9523,1959-03-03,16.94,27.22,8.28
9524,1959-03-04,18.11,25.0,10.5
9525,1959-03-05,16.67,23.89,11.11
9526,1959-03-06,13.5,22.22,5.0
9527,1959-03-07,13.72,22.22,6.11
9528,1959-03-08,14.61,27.22,5.61
9529,1959-03-09,16.33,26.61,7.22
9530,1959-03-10,15.5,27.78,6.72
9531,1959-03-11,18.5,27.22,11.11
9532,1959-03-12,18.11,27.78,8.28
9533,1959-03-13,16.72,28.28,7.22
9534,1959-03-14,14.56,22.22,10.5
9535,1959-03-15,15.89,23.89,7.22
9536,1959-03-16,18.83,26.11,6.72
9537,1959-03-17,16.61,26.61,7.22
9538,1959-03-18,14.83,24.39,6.11
9539,1959-03-19,14.44,22.22,10.0
9540,1959-03-20,17.0,26.61,9.39
9541,1959-03-21,19.67,27.22,11.72
9542,1959-03-22,14.83,25.5,7.78
9543,1959-03-23,13.5,18.28,10.0
9544,1959-03-24,12.33,17.22,7.78
9545,1959-03-25,12.39,21.11,4.39
9546,1959-03-26,13.61,21.11,5.0
9547,1959-03-27,13.39,20.0,8.28
9548,1959-03-28,14.0,22.78,6.11
9549,1959-03-29,13.89,23.28,5.61
9550,1959-03-30,13.06,21.11,7.22
9551,1959-03-31,15.67,29.39,9.39
9552,1959-04-01,23.44,33.28,14.39
9553,1959-04-02,22.33,31.11,12.78
9554,1959-04-03,20.06,28.89,12.78
9555,1959-04-04,17.22,24.39,10.5
9556,1959-04-05,16.61,23.28,11.11
9557,1959-04-06,13.72,20.5,11.72
9558,1959-04-07,14.28,19.39,12.22
9559,1959-04-08,15.89,23.89,11.72
9560,1959-04-09,15.61,26.61,7.22
9561,1959-04-10,17.67,29.39,6.11
9562,1959-04-11,19.89,30.5,8.28
9563,1959-04-12,20.72,30.5,10.0
9564,1959-04-13,19.44,30.0,9.39
9565,1959-04-14,17.89,28.28,7.22
9566,1959-04-15,14.89,23.89,10.5
9567,1959-04-16,14.11,21.11,10.5
9568,1959-04-17,14.67,20.5,11.72
9569,1959-04-18,13.44,18.28,8.89
9570,1959-04-19,13.89,19.39,11.11
9571,1959-04-20,15.61,25.0,11.11
9572,1959-04-21,16.33,25.5,10.0
9573,1959-04-22,17.5,28.89,8.89
9574,1959-04-23,21.22,30.0,14.39
9575,1959-04-24,16.56,25.5,12.78
9576,1959-04-25,14.72,21.11,8.89
9577,1959-04-26,15.72,21.61,12.78
9578,1959-04-27,17.0,27.78,11.72
9579,1959-04-28,20.17,31.61,10.0
9580,1959-04-29,23.28,35.5,12.78
9581,1959-04-30,21.67,33.28,13.89
9582,1959-05-01,16.22,23.28,13.89
9583,1959-05-02,13.94,18.89,8.89
9584,1959-05-03,12.44,17.78,7.78
9585,1959-05-04,11.94,21.11,5.0
9586,1959-05-05,14.72,26.11,6.11
9587,1959-05-06,18.06,28.28,9.39
9588,1959-05-07,19.94,29.39,10.5
9589,1959-05-08,18.44,28.89,11.72
9590,1959-05-09,17.28,26.11,12.78
9591,1959-05-10,16.0,26.61,9.39
9592,1959-05-11,18.61,27.22,11.11
9593,1959-05-12,16.78,24.39,12.78
9594,1959-05-13,16.94,23.89,13.89
9595,1959-05-14,16.72,24.39,8.89
9596,1959-05-15,17.61,24.39,12.78
9597,1959-05-16,17.56,26.61,11.11
9598,1959-05-17,17.39,24.39,12.78
9599,1959-05-18,16.56,23.28,12.78
9600,1959-05-19,16.72,23.28,12.78
9601,1959-05-20,16.0,22.78,10.5
9602,1959-05-21,16.28,23.89,11.72
9603,1959-05-22,15.83,21.11,12.78
9604,1959-05-23,15.39,21.61,11.72
9605,1959-05-24,14.5,20.5,10.0
9606,1959-05-25,15.28,20.0,12.78
9607,1959-05-26,15.72,21.11,12.78
9608,1959-05-27,16.56,22.22,13.28
9609,1959-05-28,16.72,25.0,11.11
9610,1959-05-29,17.28,24.39,12.78
9611,1959-05-30,16.33,25.5,11.11
9612,1959-05-31,16.67,25.0,10.5
9613,1959-06-01,18.22,28.28,11.72
9614,1959-06-02,20.0,28.89,11.72
9615,1959-06-03,20.78,27.78,12.78
9616,1959-06-04,20.28,28.89,12.78
9617,1959-06-05,20.67,29.39,11.11
9618,1959-06-06,19.17,28.28,13.89
9619,1959-06-07,18.61,26.11,14.39
9620,1959-06-08,18.72,27.78,10.5
9621,1959-06-09,18.94,27.78,12.22
9622,1959-06-10,19.56,28.89,13.89
9623,1959-06-11,22.0,33.89,13.28
9624,1959-06-12,23.17,31.61,16.11
9625,1959-06-13,23.06,31.11,15.5
9626,1959-06-14,24.78,34.39,15.5
9627,1959-06-15,24.94,33.28,15.5
9628,1959-06-16,22.44,32.22,12.78
9629,1959-06-17,23.39,35.0,12.78
9630,1959-06-18,24.72,34.39,14.39
9631,1959-06-19,25.94,37.22,15.5
9632,1959-06-20,27.28,37.22,16.72
9633,1959-06-21,27.72,36.61,17.78
9634,1959-06-22,27.44,37.22,18.28
9635,1959-06-23,27.56,37.22,17.78
9636,1959-06-24,25.72,35.5,16.72
9637,1959-06-25,21.33,31.11,15.5
9638,1959-06-26,20.11,27.22,16.11
9639,1959-06-27,20.94,27.22,17.22
9640,1959-06-28,19.83,27.22,15.5
9641,1959-06-29,21.11,30.5,14.39
9642,1959-06-30,24.11,32.72,15.5
9643,1959-07-01,25.78,33.89,19.39
9644,1959-07-02,26.83,35.5,18.89
9645,1959-07-03,26.78,35.0,18.89
9646,1959-07-04,26.33,33.89,19.39
9647,1959-07-05,25.22,33.28,16.72
9648,1959-07-06,25.44,33.28,17.22
9649,1959-07-07,24.78,33.89,15.0
9650,1959-07-08,25.5,37.22,15.5
9651,1959-07-09,29.44,40.5,19.39
9652,1959-07-10,31.11,41.61,22.78
9653,1959-07-11,30.78,38.89,21.61
9654,1959-07-12,28.33,36.11,19.39
9655,1959-07-13,27.17,35.0,18.89
9656,1959-07-14,25.61,33.89,17.78
9657,1959-07-15,24.83,33.89,17.22
9658,1959-07-16,25.56,33.89,17.78
9659,1959-07-17,26.28,34.39,19.39
9660,1959-07-18,25.22,33.28,18.89
9661,1959-07-19,26.22,35.5,19.39
9662,1959-07-20,24.44,33.28,17.22
9663,1959-07-21,23.0,32.72,16.72
9664,1959-07-22,22.94,32.22,18.28
9665,1959-07-23,26.44,37.72,18.28
9666,1959-07-24,29.56,40.0,21.61
9667,1959-07-25,30.94,39.39,22.78
9668,1959-07-26,29.28,36.11,21.11
9669,1959-07-27,25.28,33.28,18.28
9670,1959-07-28,23.33,33.89,16.11
9671,1959-07-29,23.61,35.0,16.72
9672,1959-07-30,26.94,36.11,18.89
9673,1959-07-31,29.72,38.89,22.78
9674,1959-08-01,31.61,38.89,25.0
9675,1959-08-02,29.28,37.22,22.22
9676,1959-08-03,25.22,35.0,16.72
9677,1959-08-04,23.33,33.89,15.0
9678,1959-08-05,23.33,32.22,15.5
9679,1959-08-06,24.94,35.0,17.22
9680,1959-08-07,27.17,36.61,20.0
9681,1959-08-08,28.44,35.5,22.78
9682,1959-08-09,28.44,36.61,21.11
9683,1959-08-10,27.83,36.61,20.0
9684,1959-08-11,26.94,36.61,18.89
9685,1959-08-12,25.44,33.89,17.78
9686,1959-08-13,24.11,32.72,17.22
9687,1959-08-14,22.78,31.11,17.22
9688,1959-08-15,21.17,30.5,14.39
9689,1959-08-16,21.89,31.61,16.11
9690,1959-08-17,21.39,30.5,15.5
9691,1959-08-18,20.0,27.22,15.5
9692,1959-08-19,19.22,26.11,16.72
9693,1959-08-20,18.44,26.11,12.78
9694,1959-08-21,20.33,31.11,11.11
9695,1959-08-22,25.72,35.5,17.22
9696,1959-08-23,27.56,35.5,23.28
9697,1959-08-24,23.5,30.5,17.22
9698,1959-08-25,22.33,28.28,20.0
9699,1959-08-26,22.17,30.5,18.89
9700,1959-08-27,21.06,31.61,16.11
9701,1959-08-28,21.83,31.11,15.0
9702,1959-08-29,23.22,34.39,13.28
9703,1959-08-30,26.17,36.61,16.72
9704,1959-08-31,26.5,36.61,15.0
9705,1959-09-01,24.94,35.0,13.89
9706,1959-09-02,22.33,33.28,15.5
9707,1959-09-03,21.83,31.11,15.5
9708,1959-09-04,23.44,33.89,15.0
9709,1959-09-05,25.61,36.11,16.72
9710,1959-09-06,24.39,34.39,15.0
9711,1959-09-07,23.28,32.72,13.89
9712,1959-09-08,22.39,32.72,15.5
9713,1959-09-09,24.56,37.72,15.0
9714,1959-09-10,26.78,36.11,18.89
9715,1959-09-11,30.22,33.89,25.5
9716,1959-09-12,27.78,32.72,24.39
9717,1959-09-13,25.94,31.11,21.61
9718,1959-09-14,22.44,27.22,18.89
9719,1959-09-15,19.56,26.61,15.5
9720,1959-09-16,17.89,23.89,14.39
9721,1959-09-17,17.72,23.28,14.39
9722,1959-09-18,19.39,25.0,15.5
9723,1959-09-19,19.39,25.5,16.72
9724,1959-09-20,20.72,26.11,16.11
9725,1959-09-21,19.11,26.11,15.0
9726,1959-09-22,17.0,26.11,12.22
9727,1959-09-23,18.44,24.39,14.39
9728,1959-09-24,19.72,30.5,14.39
9729,1959-09-25,19.56,31.11,11.11
9730,1959-09-26,19.89,28.28,11.72
9731,1959-09-27,18.61,27.22,15.0
9732,1959-09-28,17.17,23.28,14.39
9733,1959-09-29,18.39,27.22,12.78
9734,1959-09-30,18.28,26.61,14.39
9735,1959-10-01,16.44,22.22,12.22
9736,1959-10-02,16.39,26.11,8.28
9737,1959-10-03,18.56,28.28,10.0
9738,1959-10-04,19.61,30.0,10.0
9739,1959-10-05,20.33,29.39,10.5
9740,1959-10-06,19.17,27.78,11.72
9741,1959-10-07,16.83,25.0,11.11
9742,1959-10-08,17.5,27.78,10.0
9743,1959-10-09,19.06,26.61,11.72
9744,1959-10-10,20.78,31.11,12.78
9745,1959-10-11,22.17,31.61,13.89
9746,1959-10-12,21.22,29.39,13.28
9747,1959-10-13,23.17,32.72,13.28
9748,1959-10-14,22.72,34.39,10.5
9749,1959-10-15,23.39,36.11,12.78
9750,1959-10-16,23.17,35.5,13.28
9751,1959-10-17,23.28,36.61,13.28
9752,1959-10-18,22.94,33.28,13.28
9753,1959-10-19,17.17,28.89,10.0
9754,1959-10-20,15.67,23.28,10.0
9755,1959-10-21,16.33,23.89,10.0
9756,1959-10-22,19.33,35.0,9.39
9757,1959-10-23,24.89,37.22,15.5
9758,1959-10-24,23.67,33.89,14.39
9759,1959-10-25,19.06,31.11,14.39
9760,1959-10-26,17.5,22.22,15.5
9761,1959-10-27,17.06,19.39,15.5
9762,1959-10-28,17.22,21.61,15.5
9763,1959-10-29,15.5,20.0,12.78
9764,1959-10-30,13.72,18.89,9.39
9765,1959-10-31,13.22,17.78,9.39
9766,1959-11-01,14.83,21.61,8.89
9767,1959-11-02,13.39,20.0,10.0
9768,1959-11-03,12.94,16.72,9.39
9769,1959-11-04,12.94,18.28,7.78
9770,1959-11-05,16.11,21.61,11.72
9771,1959-11-06,18.0,24.39,11.72
9772,1959-11-07,18.44,28.28,8.89
9773,1959-11-08,18.22,27.78,10.0
9774,1959-11-09,17.94,27.78,7.22
9775,1959-11-10,16.94,26.61,7.78
9776,1959-11-11,16.5,26.61,8.89
9777,1959-11-12,15.78,25.0,6.72
9778,1959-11-13,15.94,23.28,9.39
9779,1959-11-14,14.89,23.89,7.78
9780,1959-11-15,14.44,18.28,12.78
9781,1959-11-16,11.5,23.28,2.78
9782,1959-11-17,15.44,25.0,8.28
9783,1959-11-18,18.94,24.39,13.89
9784,1959-11-19,15.0,22.78,8.89
9785,1959-11-20,15.44,26.61,8.28
9786,1959-11-21,15.0,25.5,6.11
9787,1959-11-22,17.06,23.89,8.89
9788,1959-11-23,16.44,27.78,7.78
9789,1959-11-24,18.5,29.39,8.89
9790,1959-11-25,17.22,28.89,8.28
9791,1959-11-26,17.06,26.11,10.5
9792,1959-11-27,17.61,22.78,9.39
9793,1959-11-28,16.78,25.0,8.89
9794,1959-11-29,15.61,27.22,6.72
9795,1959-11-30,15.72,27.22,5.0
9796,1959-12-01,16.72,27.78,7.78
9797,1959-12-02,18.22,26.11,7.78
9798,1959-12-03,14.61,23.89,5.0
9799,1959-12-04,12.56,23.89,2.78
9800,1959-12-05,15.94,22.78,9.39
9801,1959-12-06,13.5,24.39,5.0
9802,1959-12-07,16.5,22.78,10.0
9803,1959-12-08,15.0,20.0,12.78
9804,1959-12-09,13.61,17.78,11.72
9805,1959-12-10,13.0,16.11,11.11
9806,1959-12-11,11.33,22.22,4.39
9807,1959-12-12,12.44,22.22,4.39
9808,1959-12-13,10.78,21.11,6.11
9809,1959-12-14,9.67,16.11,5.61
9810,1959-12-15,10.0,20.5,1.11
9811,1959-12-16,11.17,21.61,3.89
9812,1959-12-17,10.94,20.0,3.89
9813,1959-12-18,11.83,24.39,3.89
9814,1959-12-19,17.06,22.78,13.89
9815,1959-12-20,15.94,20.5,11.72
9816,1959-12-21,12.44,17.78,10.5
9817,1959-12-22,11.06,15.0,7.22
9818,1959-12-23,12.33,15.0,10.0
9819,1959-12-24,12.39,13.89,11.11
9820,1959-12-25,11.0,13.89,10.0
9821,1959-12-26,9.44,13.89,5.0
9822,1959-12-27,9.06,14.39,2.78
9823,1959-12-28,10.67,16.11,7.78
9824,1959-12-29,13.5,18.89,10.5
9825,1959-12-30,9.39,17.22,2.22
9826,1959-12-31,8.67,13.89,5.0
9827,1960-01-01,4.44,7.78,-0.61
9828,1960-01-02,3.0,11.11,-3.89
9829,1960-01-03,3.33,11.72,-2.78
9830,1960-01-04,6.22,11.11,2.78
9831,1960-01-05,5.67,16.72,-1.72
9832,1960-01-06,7.56,16.72,1.11
9833,1960-01-07,8.5,17.22,1.11
9834,1960-01-08,8.78,18.89,1.11
9835,1960-01-09,9.06,17.22,3.28
9836,1960-01-10,9.72,12.78,8.28
9837,1960-01-11,8.56,11.11,5.61
9838,1960-01-12,8.72,11.72,6.72
9839,1960-01-13,6.28,10.5,2.22
9840,1960-01-14,4.44,10.0,-0.61
9841,1960-01-15,5.78,8.28,3.28
9842,1960-01-16,6.83,10.0,3.28
9843,1960-01-17,4.67,12.22,-1.11
9844,1960-01-18,6.28,12.22,0.61
9845,1960-01-19,8.11,14.39,3.28
9846,1960-01-20,10.56,16.72,7.22
9847,1960-01-21,11.22,18.28,6.72
9848,1960-01-22,12.06,18.28,7.78
9849,1960-01-23,12.5,20.5,6.11
9850,1960-01-24,12.83,20.5,6.72
9851,1960-01-25,12.89,20.5,9.39
