,date,temp,max,min
18000,1982-05-18,19.11,30.0,11.11
18001,1982-05-19,17.0,26.72,11.11
18002,1982-05-20,17.44,26.72,11.11
18003,1982-05-21,16.78,24.39,13.89
18004,1982-05-22,17.39,25.61,13.89
18005,1982-05-23,17.89,28.89,13.28
18006,1982-05-24,18.94,27.0,12.78
18007,1982-05-25,19.44,27.22,15.0
18008,1982-05-26,16.5,25.61,13.28
18009,1982-05-27,14.61,17.22,13.28
18010,1982-05-28,15.22,22.22,12.78
18011,1982-05-29,16.33,21.72,12.78
18012,1982-05-30,16.28,24.39,12.22
18013,1982-05-31,16.11,24.39,10.0
18014,1982-06-01,16.11,23.28,11.72
18015,1982-06-02,15.89,22.78,11.11
18016,1982-06-03,16.44,25.61,11.72
18017,1982-06-04,17.11,25.61,11.11
18018,1982-06-05,17.17,25.0,12.22
18019,1982-06-06,17.11,25.0,10.61
18020,1982-06-07,16.94,25.61,9.39
18021,1982-06-08,15.94,23.89,10.0
18022,1982-06-09,18.33,26.72,11.11
18023,1982-06-10,16.28,25.0,10.61
18024,1982-06-11,17.44,26.72,11.11
18025,1982-06-12,16.83,24.39,11.11
18026,1982-06-13,17.56,23.28,13.28
18027,1982-06-14,16.61,23.89,11.72
18028,1982-06-15,18.0,27.78,12.78
18029,1982-06-16,18.5,26.72,13.28
18030,1982-06-17,16.39,24.39,13.89
18031,1982-06-18,14.78,18.28,12.78
18032,1982-06-19,16.72,25.61,13.89
18033,1982-06-20,18.17,25.61,13.28
18034,1982-06-21,17.61,25.0,14.39
18035,1982-06-22,17.61,23.89,13.89
18036,1982-06-23,17.89,23.28,13.28
18037,1982-06-24,17.89,25.61,13.89
18038,1982-06-25,19.0,28.28,13.89
18039,1982-06-26,21.44,32.22,13.28
18040,1982-06-27,23.22,32.22,13.28
18041,1982-06-28,22.78,30.61,15.0
18042,1982-06-29,18.56,27.22,13.28
18043,1982-06-30,17.33,23.28,14.39
18044,1982-07-01,18.33,26.72,10.61
18045,1982-07-02,21.06,30.0,13.28
18046,1982-07-03,21.5,31.11,13.28
18047,1982-07-04,21.11,28.89,12.78
18048,1982-07-05,20.17,28.89,13.28
18049,1982-07-06,21.56,31.72,12.22
18050,1982-07-07,22.94,32.78,15.0
18051,1982-07-08,23.67,32.22,15.61
18052,1982-07-09,23.22,32.22,15.0
18053,1982-07-10,24.0,33.28,15.0
18054,1982-07-11,25.33,36.72,15.61
18055,1982-07-12,25.83,36.11,16.11
18056,1982-07-13,25.67,36.11,15.61
18057,1982-07-14,26.11,36.72,15.61
18058,1982-07-15,24.94,33.89,11.72
18059,1982-07-16,22.39,31.72,15.0
18060,1982-07-17,21.89,32.22,13.89
18061,1982-07-18,23.11,33.28,16.11
18062,1982-07-19,25.72,36.72,15.61
18063,1982-07-20,27.78,38.89,17.78
18064,1982-07-21,28.72,37.78,19.39
18065,1982-07-22,28.33,37.78,19.39
18066,1982-07-23,27.72,36.11,20.61
18067,1982-07-24,27.39,35.0,20.61
18068,1982-07-25,26.22,34.39,19.39
18069,1982-07-26,26.39,33.28,20.61
18070,1982-07-27,26.89,35.0,20.0
18071,1982-07-28,26.22,33.89,18.28
18072,1982-07-29,27.28,35.61,20.0
18073,1982-07-30,28.0,35.0,20.0
18074,1982-07-31,27.44,37.22,19.39
18075,1982-08-01,25.89,35.0,18.89
18076,1982-08-02,22.5,31.11,17.22
18077,1982-08-03,21.22,30.61,14.39
18078,1982-08-04,22.5,32.78,13.28
18079,1982-08-05,25.56,36.72,15.0
18080,1982-08-06,26.61,36.11,17.78
18081,1982-08-07,28.94,36.72,20.61
18082,1982-08-08,27.06,37.22,17.22
18083,1982-08-09,26.94,36.72,17.78
18084,1982-08-10,25.72,36.11,15.61
18085,1982-08-11,24.22,33.89,15.61
18086,1982-08-12,21.22,30.0,14.39
18087,1982-08-13,20.44,27.78,15.61
18088,1982-08-14,19.39,30.61,11.72
18089,1982-08-15,20.67,30.0,12.22
18090,1982-08-16,22.89,32.78,15.0
18091,1982-08-17,23.5,33.28,15.61
18092,1982-08-18,25.5,34.39,17.22
18093,1982-08-19,26.33,36.72,17.78
18094,1982-08-20,27.44,38.28,18.28
18095,1982-08-21,29.94,38.28,24.39
18096,1982-08-22,29.44,38.89,22.22
18097,1982-08-23,26.67,33.28,20.61
18098,1982-08-24,23.22,28.28,20.0
18099,1982-08-25,23.33,31.11,18.28
18100,1982-08-26,24.78,32.78,20.0
18101,1982-08-27,25.5,33.28,18.89
18102,1982-08-28,24.33,31.11,19.39
18103,1982-08-29,22.83,31.72,18.89
18104,1982-08-30,23.22,31.72,15.61
18105,1982-08-31,24.83,34.39,16.72
18106,1982-09-01,26.78,39.39,16.72
18107,1982-09-02,28.83,42.22,18.28
18108,1982-09-03,29.44,40.0,19.39
18109,1982-09-04,28.17,38.28,18.89
18110,1982-09-05,27.22,37.22,17.78
18111,1982-09-06,26.72,36.72,17.0
18112,1982-09-07,25.67,35.61,16.11
18113,1982-09-08,25.22,33.28,20.61
18114,1982-09-09,22.67,30.61,14.39
18115,1982-09-10,21.89,28.28,18.28
18116,1982-09-11,21.94,28.89,18.28
18117,1982-09-12,21.28,27.78,16.11
18118,1982-09-13,21.61,27.22,17.22
18119,1982-09-14,20.94,26.11,18.89
18120,1982-09-15,20.72,25.61,17.78
18121,1982-09-16,19.06,23.28,17.22
18122,1982-09-17,17.94,23.28,13.28
18123,1982-09-18,22.22,30.0,16.72
18124,1982-09-19,21.83,27.78,15.61
18125,1982-09-20,21.44,31.72,12.78
18126,1982-09-21,24.17,36.11,14.39
18127,1982-09-22,26.22,38.89,15.61
18128,1982-09-23,28.72,42.22,17.78
18129,1982-09-24,26.94,35.0,21.11
18130,1982-09-25,27.22,34.39,22.78
18131,1982-09-26,22.78,28.89,20.61
18132,1982-09-27,17.83,22.78,14.39
18133,1982-09-28,17.17,23.89,12.22
18134,1982-09-29,18.78,23.28,15.0
18135,1982-09-30,15.94,23.89,10.0
18136,1982-10-01,15.89,26.11,7.78
18137,1982-10-02,18.61,30.0,8.28
18138,1982-10-03,19.33,30.61,10.61
18139,1982-10-04,17.61,26.72,11.11
18140,1982-10-05,17.5,27.22,11.11
18141,1982-10-06,18.17,29.39,8.89
18142,1982-10-07,15.61,26.11,10.0
18143,1982-10-08,16.67,26.72,8.28
18144,1982-10-09,18.72,26.72,11.11
18145,1982-10-10,19.61,25.61,11.11
18146,1982-10-11,19.5,27.78,8.89
18147,1982-10-12,17.67,26.72,8.28
18148,1982-10-13,18.56,28.28,8.89
18149,1982-10-14,18.89,28.89,8.28
18150,1982-10-15,19.33,29.39,10.0
18151,1982-10-16,19.72,29.39,9.78
18152,1982-10-17,18.22,28.89,9.39
18153,1982-10-18,16.78,25.61,8.28
18154,1982-10-19,16.78,24.78,10.61
18155,1982-10-20,16.5,25.0,10.0
18156,1982-10-21,16.61,25.0,9.39
18157,1982-10-22,19.44,31.11,11.72
18158,1982-10-23,22.22,31.72,15.0
18159,1982-10-24,20.56,30.0,16.11
18160,1982-10-25,17.61,25.0,12.22
18161,1982-10-26,16.94,21.11,15.61
18162,1982-10-27,12.61,21.11,4.39
18163,1982-10-28,15.39,23.28,8.28
18164,1982-10-29,15.61,25.0,8.28
18165,1982-10-30,14.83,22.78,8.89
18166,1982-10-31,15.17,22.22,8.28
18167,1982-11-01,14.83,23.89,7.22
18168,1982-11-02,16.72,24.39,7.22
18169,1982-11-03,18.06,25.0,6.72
18170,1982-11-04,18.89,26.11,12.22
18171,1982-11-05,14.67,25.61,4.39
18172,1982-11-06,13.5,22.78,5.61
18173,1982-11-07,10.5,21.11,3.28
18174,1982-11-08,12.83,16.11,10.0
18175,1982-11-09,9.72,16.11,6.11
18176,1982-11-10,8.44,10.0,7.22
18177,1982-11-11,7.67,14.39,2.78
18178,1982-11-12,11.33,17.78,3.89
18179,1982-11-13,9.94,16.72,2.78
18180,1982-11-14,11.72,21.11,3.28
18181,1982-11-15,12.61,21.11,4.78
18182,1982-11-16,12.56,19.39,7.78
18183,1982-11-17,12.78,17.78,9.39
18184,1982-11-18,11.78,16.72,8.28
18185,1982-11-19,13.33,16.11,11.5
18186,1982-11-20,9.94,15.61,5.61
18187,1982-11-21,9.06,15.0,4.39
18188,1982-11-22,8.5,14.39,3.89
18189,1982-11-23,8.56,16.11,3.28
18190,1982-11-24,12.39,20.61,5.61
18191,1982-11-25,13.33,20.61,6.11
18192,1982-11-26,13.44,21.11,7.22
18193,1982-11-27,12.06,19.39,3.28
18194,1982-11-28,10.06,17.22,5.0
18195,1982-11-29,12.33,15.61,10.0
18196,1982-11-30,12.11,14.39,11.11
18197,1982-12-01,8.44,12.22,5.0
18198,1982-12-02,8.67,13.89,2.78
18199,1982-12-03,8.11,17.22,1.72
18200,1982-12-04,9.67,20.61,2.78
18201,1982-12-05,10.83,22.22,3.89
18202,1982-12-06,11.17,21.11,4.39
18203,1982-12-07,9.33,17.78,2.22
18204,1982-12-08,9.39,13.28,6.72
18205,1982-12-09,12.89,15.61,10.61
18206,1982-12-10,11.06,16.11,5.61
18207,1982-12-11,11.0,18.89,5.61
18208,1982-12-12,12.56,18.89,6.11
18209,1982-12-13,9.72,17.22,3.89
18210,1982-12-14,7.72,17.78,0.0
18211,1982-12-15,8.61,17.22,1.72
18212,1982-12-16,8.83,20.0,0.61
18213,1982-12-17,8.06,19.39,0.0
18214,1982-12-18,8.61,21.11,0.0
18215,1982-12-19,10.94,23.28,3.28
18216,1982-12-20,10.17,21.72,2.78
18217,1982-12-21,7.89,17.78,2.22
18218,1982-12-22,11.17,12.78,10.0
18219,1982-12-23,10.17,12.78,5.0
18220,1982-12-24,6.89,11.11,2.78
18221,1982-12-25,9.61,13.89,7.22
18222,1982-12-26,7.33,13.89,0.61
18223,1982-12-27,5.89,13.28,0.0
18224,1982-12-28,8.72,13.28,3.89
18225,1982-12-29,8.33,11.72,3.89
18226,1982-12-30,6.11,12.22,1.11
18227,1982-12-31,7.44,14.39,1.11
18228,1983-01-01,7.33,15.0,0.0
18229,1983-01-02,7.56,16.72,0.0
18230,1983-01-03,10.33,18.11,2.78
18231,1983-01-04,9.5,21.72,1.72
18232,1983-01-05,12.56,23.28,5.0
18233,1983-01-06,11.22,21.11,4.39
18234,1983-01-07,10.78,24.39,3.28
18235,1983-01-08,14.56,24.39,5.61
18236,1983-01-09,13.89,24.39,5.0
18237,1983-01-10,17.06,23.89,10.61
18238,1983-01-11,16.5,25.61,10.0
18239,1983-01-12,19.28,25.61,12.22
18240,1983-01-13,15.33,25.0,6.11
18241,1983-01-14,15.89,25.61,5.61
18242,1983-01-15,14.78,24.39,6.72
18243,1983-01-16,15.83,20.0,12.78
18244,1983-01-17,10.5,16.11,5.61
18245,1983-01-18,9.17,15.0,5.0
18246,1983-01-19,11.17,13.89,8.89
18247,1983-01-20,6.67,13.28,-0.5
18248,1983-01-21,4.22,11.72,-1.61
18249,1983-01-22,7.72,12.22,4.39
18250,1983-01-23,11.22,15.0,8.89
18251,1983-01-24,10.0,13.89,6.11
18252,1983-01-25,9.89,15.61,7.22
18253,1983-01-26,11.56,18.89,7.78
18254,1983-01-27,11.11,17.78,9.39
18255,1983-01-28,9.44,14.39,5.61
18256,1983-01-29,10.44,13.89,7.22
18257,1983-01-30,8.33,12.78,3.28
18258,1983-01-31,7.06,13.28,1.72
18259,1983-02-01,7.5,14.39,3.28
18260,1983-02-02,8.72,13.89,5.61
18261,1983-02-03,7.39,10.61,5.61
18262,1983-02-04,7.89,12.78,4.39
18263,1983-02-05,8.78,13.28,3.89
18264,1983-02-06,9.39,12.22,7.78
18265,1983-02-07,10.5,13.28,9.39
18266,1983-02-08,11.33,13.28,7.78
18267,1983-02-09,9.94,16.11,5.61
18268,1983-02-10,10.72,17.22,6.72
18269,1983-02-11,11.83,21.72,3.89
18270,1983-02-12,13.28,21.11,6.72
18271,1983-02-13,12.06,19.39,8.11
18272,1983-02-14,11.06,20.0,5.0
18273,1983-02-15,11.39,20.0,5.0
18274,1983-02-16,11.83,20.61,5.0
18275,1983-02-17,11.39,23.28,5.0
18276,1983-02-18,13.89,22.22,7.78
18277,1983-02-19,11.56,22.78,5.0
18278,1983-02-20,13.89,23.28,5.0
18279,1983-02-21,13.56,24.39,5.0
18280,1983-02-22,14.83,26.72,7.22
18281,1983-02-23,13.67,23.89,7.22
18282,1983-02-24,11.61,15.61,8.89
18283,1983-02-25,10.22,15.0,7.78
18284,1983-02-26,10.33,13.89,8.11
18285,1983-02-27,11.44,13.89,10.0
18286,1983-02-28,11.78,15.0,10.0
18287,1983-03-01,12.11,13.89,11.11
18288,1983-03-02,10.67,13.28,9.39
18289,1983-03-03,9.39,11.11,8.11
18290,1983-03-04,9.5,13.28,7.78
18291,1983-03-05,10.56,15.0,7.22
18292,1983-03-06,12.0,16.11,10.0
18293,1983-03-07,12.11,16.11,10.61
18294,1983-03-08,12.83,19.39,10.0
18295,1983-03-09,14.67,24.39,6.72
18296,1983-03-10,15.44,23.28,9.39
18297,1983-03-11,13.11,17.78,10.61
18298,1983-03-12,12.78,17.22,8.89
18299,1983-03-13,13.61,17.22,11.72
18300,1983-03-14,13.17,16.11,10.0
18301,1983-03-15,11.0,17.78,3.89
18302,1983-03-16,10.94,18.89,2.22
18303,1983-03-17,11.72,17.78,8.89
18304,1983-03-18,9.28,12.22,7.78
18305,1983-03-19,8.0,14.39,3.28
18306,1983-03-20,9.67,13.89,5.0
18307,1983-03-21,9.94,12.78,7.22
18308,1983-03-22,9.5,13.28,5.61
18309,1983-03-23,9.39,14.39,5.61
18310,1983-03-24,9.89,12.78,7.78
18311,1983-03-25,8.22,15.0,3.28
18312,1983-03-26,9.11,15.0,3.89
18313,1983-03-27,10.22,15.0,4.39
18314,1983-03-28,11.06,15.61,7.22
18315,1983-03-29,11.17,17.78,5.61
18316,1983-03-30,13.11,23.28,6.11
18317,1983-03-31,14.39,22.78,5.61
18318,1983-04-01,15.56,23.28,7.78
18319,1983-04-02,14.83,23.89,7.22
18320,1983-04-03,12.78,20.61,8.28
18321,1983-04-04,11.39,16.72,6.11
18322,1983-04-05,9.44,16.72,2.22
18323,1983-04-06,10.39,17.78,2.78
18324,1983-04-07,10.17,18.28,1.11
18325,1983-04-08,10.22,20.0,2.22
18326,1983-04-09,10.67,17.78,3.89
18327,1983-04-10,9.78,16.11,5.0
18328,1983-04-11,9.72,13.28,5.61
18329,1983-04-12,7.67,12.78,4.39
18330,1983-04-13,8.06,14.39,2.78
18331,1983-04-14,9.72,18.28,2.22
18332,1983-04-15,11.94,21.72,3.89
18333,1983-04-16,13.94,25.0,4.39
18334,1983-04-17,14.5,25.0,5.0
18335,1983-04-18,12.94,16.72,9.39
18336,1983-04-19,13.06,18.89,8.89
18337,1983-04-20,12.17,18.28,10.0
18338,1983-04-21,11.67,15.61,8.89
18339,1983-04-22,12.89,17.22,10.61
18340,1983-04-23,13.28,18.28,10.0
18341,1983-04-24,12.28,17.22,6.72
18342,1983-04-25,11.28,16.72,6.72
18343,1983-04-26,11.39,16.72,6.11
18344,1983-04-27,12.5,17.78,8.89
18345,1983-04-28,12.5,18.28,7.78
18346,1983-04-29,12.89,16.11,11.11
18347,1983-04-30,11.94,16.72,8.89
18348,1983-05-01,10.89,14.39,7.22
18349,1983-05-02,11.33,18.89,5.61
18350,1983-05-03,13.61,22.78,5.61
18351,1983-05-04,13.28,21.72,7.78
18352,1983-05-05,12.56,17.78,9.39
18353,1983-05-06,12.0,18.89,6.72
18354,1983-05-07,13.94,23.89,6.11
18355,1983-05-08,14.94,23.28,6.72
18356,1983-05-09,14.33,20.61,10.0
18357,1983-05-10,14.61,20.0,11.72
18358,1983-05-11,12.33,21.11,6.11
18359,1983-05-12,14.78,24.39,5.61
18360,1983-05-13,13.11,23.28,8.89
18361,1983-05-14,14.44,22.22,9.39
18362,1983-05-15,15.28,22.78,7.78
18363,1983-05-16,15.72,22.78,10.0
18364,1983-05-17,17.61,26.72,8.89
18365,1983-05-18,19.11,28.89,8.89
18366,1983-05-19,18.44,28.28,9.39
18367,1983-05-20,19.5,30.61,10.0
18368,1983-05-21,20.06,28.89,10.61
18369,1983-05-22,18.61,29.39,11.72
18370,1983-05-23,19.33,30.0,12.22
18371,1983-05-24,19.83,28.89,11.72
18372,1983-05-25,19.22,31.11,12.78
18373,1983-05-26,19.33,29.39,13.28
18374,1983-05-27,21.06,35.0,13.89
18375,1983-05-28,21.11,32.22,13.28
18376,1983-05-29,21.17,31.11,11.72
18377,1983-05-30,18.94,28.28,11.72
18378,1983-05-31,15.83,24.39,12.78
18379,1983-06-01,15.22,18.28,12.78
18380,1983-06-02,13.61,18.28,10.0
18381,1983-06-03,15.06,22.22,10.61
18382,1983-06-04,15.94,22.78,11.11
18383,1983-06-05,17.5,23.89,11.11
18384,1983-06-06,19.89,31.11,12.22
18385,1983-06-07,20.22,28.89,14.39
18386,1983-06-08,19.17,25.0,16.11
18387,1983-06-09,18.0,24.39,14.39
18388,1983-06-10,18.78,27.22,12.22
18389,1983-06-11,17.67,26.11,13.89
18390,1983-06-12,17.33,22.78,13.89
18391,1983-06-13,20.28,35.0,10.0
18392,1983-06-14,24.78,36.11,13.28
18393,1983-06-15,23.83,33.89,15.0
18394,1983-06-16,21.78,32.22,13.89
18395,1983-06-17,21.5,31.11,13.89
18396,1983-06-18,20.78,30.0,14.39
18397,1983-06-19,19.44,27.22,12.22
18398,1983-06-20,18.67,27.22,14.39
18399,1983-06-21,18.72,27.22,13.28
18400,1983-06-22,19.44,28.89,12.22
18401,1983-06-23,20.28,28.89,13.28
18402,1983-06-24,19.22,27.78,12.22
18403,1983-06-25,18.39,26.72,13.89
18404,1983-06-26,19.11,26.11,14.39
18405,1983-06-27,18.5,24.39,15.61
18406,1983-06-28,18.72,25.61,15.0
18407,1983-06-29,18.33,25.0,14.39
18408,1983-06-30,18.67,25.0,15.0
18409,1983-07-01,19.17,25.0,15.61
18410,1983-07-02,19.39,25.61,16.11
18411,1983-07-03,20.44,28.89,16.72
18412,1983-07-04,21.94,31.11,15.0
18413,1983-07-05,22.94,31.72,15.0
18414,1983-07-06,22.06,32.78,15.0
18415,1983-07-07,23.72,34.39,13.89
18416,1983-07-08,24.11,33.89,15.0
18417,1983-07-09,23.44,33.28,13.89
18418,1983-07-10,24.94,37.78,13.89
18419,1983-07-11,27.5,39.39,16.11
18420,1983-07-12,28.0,40.61,15.61
18421,1983-07-13,28.78,41.11,18.28
18422,1983-07-14,29.33,38.28,19.39
18423,1983-07-15,23.5,34.39,15.61
18424,1983-07-16,20.0,28.28,14.39
18425,1983-07-17,20.44,30.61,12.78
18426,1983-07-18,21.72,31.72,12.78
18427,1983-07-19,24.33,34.39,16.72
18428,1983-07-20,25.56,37.22,15.61
18429,1983-07-21,26.83,35.61,17.78
18430,1983-07-22,25.0,34.39,15.61
18431,1983-07-23,24.11,34.39,16.11
18432,1983-07-24,23.72,33.28,15.61
18433,1983-07-25,20.11,30.61,12.22
18434,1983-07-26,21.0,30.61,11.11
18435,1983-07-27,21.0,30.61,13.89
18436,1983-07-28,21.61,32.78,12.22
18437,1983-07-29,23.44,35.0,14.39
18438,1983-07-30,25.78,35.0,17.22
18439,1983-07-31,27.44,36.72,20.0
18440,1983-08-01,26.06,36.11,17.78
18441,1983-08-02,26.56,36.11,17.78
18442,1983-08-03,26.17,35.61,18.28
18443,1983-08-04,26.39,37.22,17.22
18444,1983-08-05,29.06,41.11,20.61
18445,1983-08-06,31.44,41.11,22.78
18446,1983-08-07,28.67,38.89,23.28
18447,1983-08-08,27.0,36.11,20.61
18448,1983-08-09,26.5,33.89,21.72
18449,1983-08-10,26.06,33.28,20.0
18450,1983-08-11,25.5,34.39,18.28
18451,1983-08-12,26.0,35.61,18.28
18452,1983-08-13,29.89,39.39,23.28
18453,1983-08-14,29.0,38.28,23.28
18454,1983-08-15,27.06,36.11,21.72
18455,1983-08-16,26.39,30.61,24.39
18456,1983-08-17,24.72,31.11,22.22
18457,1983-08-18,20.78,22.78,20.0
18458,1983-08-19,20.39,22.22,19.39
18459,1983-08-20,20.67,26.72,18.89
18460,1983-08-21,21.33,26.72,17.22
18461,1983-08-22,20.61,27.22,16.11
18462,1983-08-23,20.33,28.89,13.28
18463,1983-08-24,20.56,29.39,13.89
18464,1983-08-25,22.28,31.72,15.0
18465,1983-08-26,25.0,37.22,16.11
18466,1983-08-27,26.83,37.22,17.78
18467,1983-08-28,26.89,36.11,17.78
18468,1983-08-29,26.83,36.72,17.78
18469,1983-08-30,26.39,35.61,17.78
18470,1983-08-31,25.78,34.39,17.22
18471,1983-09-01,25.33,33.28,18.28
18472,1983-09-02,27.06,36.11,20.0
18473,1983-09-03,27.28,36.11,18.89
18474,1983-09-04,24.89,35.0,15.0
18475,1983-09-05,23.89,33.89,13.89
18476,1983-09-06,24.94,36.72,15.61
18477,1983-09-07,25.67,34.39,17.22
18478,1983-09-08,25.61,34.39,17.78
18479,1983-09-09,26.28,36.11,18.89
18480,1983-09-10,29.56,37.78,23.89
18481,1983-09-11,29.67,41.11,20.0
18482,1983-09-12,29.28,38.89,20.0
18483,1983-09-13,27.06,35.61,19.39
18484,1983-09-14,26.94,36.11,19.39
18485,1983-09-15,25.72,34.39,18.28
18486,1983-09-16,25.83,34.39,20.0
18487,1983-09-17,25.5,34.39,17.78
18488,1983-09-18,25.39,35.0,17.22
18489,1983-09-19,25.61,33.28,21.11
18490,1983-09-20,23.78,28.28,19.39
18491,1983-09-21,23.39,32.22,18.28
18492,1983-09-22,23.28,31.11,19.39
18493,1983-09-23,23.22,28.89,20.0
18494,1983-09-24,21.22,28.28,15.0
18495,1983-09-25,21.17,30.0,14.39
18496,1983-09-26,21.56,28.89,17.78
18497,1983-09-27,19.78,26.72,16.11
18498,1983-09-28,18.61,23.89,14.39
18499,1983-09-29,16.89,21.11,14.39
18500,1983-09-30,16.33,18.28,15.0
18501,1983-10-01,16.33,21.11,13.89
18502,1983-10-02,16.67,23.89,12.22
18503,1983-10-03,17.83,27.78,11.11
18504,1983-10-04,21.17,29.39,14.39
18505,1983-10-05,18.61,23.28,15.61
18506,1983-10-06,19.78,30.0,14.39
18507,1983-10-07,21.17,27.78,17.22
18508,1983-10-08,19.06,24.39,16.11
18509,1983-10-09,18.83,22.78,16.72
18510,1983-10-10,17.72,26.11,11.11
18511,1983-10-11,20.11,32.22,10.61
18512,1983-10-12,22.89,32.22,11.11
18513,1983-10-13,19.33,30.61,11.11
18514,1983-10-14,17.33,22.78,13.28
18515,1983-10-15,17.89,22.22,15.61
18516,1983-10-16,18.0,23.28,15.61
18517,1983-10-17,17.44,21.72,15.61
18518,1983-10-18,16.78,26.72,10.0
18519,1983-10-19,18.17,28.89,8.28
18520,1983-10-20,17.89,26.11,10.61
18521,1983-10-21,18.11,30.0,10.0
18522,1983-10-22,19.94,30.61,11.72
18523,1983-10-23,19.22,28.89,10.61
18524,1983-10-24,18.89,29.39,11.11
18525,1983-10-25,25.44,30.61,21.72
18526,1983-10-26,24.89,31.11,17.78
18527,1983-10-27,21.39,28.89,12.78
18528,1983-10-28,20.39,27.78,13.89
18529,1983-10-29,19.39,26.11,14.39
18530,1983-10-30,17.72,23.89,12.78
18531,1983-10-31,18.39,22.78,16.11
18532,1983-11-01,16.5,20.61,13.28
18533,1983-11-02,16.11,23.89,11.72
18534,1983-11-03,17.11,30.0,7.78
18535,1983-11-04,18.83,29.39,10.0
18536,1983-11-05,16.33,25.61,11.11
18537,1983-11-06,17.0,24.39,12.22
18538,1983-11-07,16.0,22.78,11.11
18539,1983-11-08,16.89,22.22,12.22
18540,1983-11-09,15.0,23.28,6.72
18541,1983-11-10,15.72,23.89,7.78
18542,1983-11-11,13.67,20.61,8.28
18543,1983-11-12,16.67,20.0,15.61
18544,1983-11-13,16.28,19.39,13.89
18545,1983-11-14,14.17,21.72,10.0
18546,1983-11-15,15.39,25.0,8.28
18547,1983-11-16,13.78,22.22,6.72
18548,1983-11-17,13.89,18.89,10.0
18549,1983-11-18,15.83,19.39,13.28
18550,1983-11-19,12.17,19.39,4.39
18551,1983-11-20,11.94,18.28,7.22
18552,1983-11-21,8.78,12.78,3.28
18553,1983-11-22,7.06,13.89,1.72
18554,1983-11-23,8.22,16.11,2.22
18555,1983-11-24,10.67,16.11,7.22
18556,1983-11-25,10.83,16.11,6.11
18557,1983-11-26,10.83,15.0,8.28
18558,1983-11-27,7.94,16.72,1.72
18559,1983-11-28,8.72,18.28,2.22
18560,1983-11-29,8.06,16.11,1.72
18561,1983-11-30,8.94,16.11,4.39
18562,1983-12-01,13.83,17.22,11.72
18563,1983-12-02,11.39,16.72,8.28
18564,1983-12-03,11.39,14.39,8.89
18565,1983-12-04,9.17,13.89,5.0
18566,1983-12-05,8.44,14.39,0.0
18567,1983-12-06,9.67,18.28,2.78
18568,1983-12-07,11.22,23.89,3.28
18569,1983-12-08,12.5,23.89,5.0
18570,1983-12-09,11.11,20.61,6.72
18571,1983-12-10,11.33,16.11,7.78
18572,1983-12-11,8.5,14.39,1.72
18573,1983-12-12,11.06,16.72,6.72
18574,1983-12-13,9.94,17.22,4.39
18575,1983-12-14,11.22,22.78,4.39
18576,1983-12-15,11.94,21.11,4.39
18577,1983-12-16,11.17,21.11,5.0
18578,1983-12-17,12.61,15.61,11.11
18579,1983-12-18,9.94,18.28,6.72
18580,1983-12-19,8.0,16.11,1.72
18581,1983-12-20,11.44,15.61,8.28
18582,1983-12-21,9.5,13.89,5.0
18583,1983-12-22,8.83,13.89,5.61
18584,1983-12-23,8.33,14.39,2.78
18585,1983-12-24,10.72,16.72,7.22
18586,1983-12-25,13.33,17.22,10.61
18587,1983-12-26,14.22,15.61,13.28
18588,1983-12-27,13.11,15.61,11.72
18589,1983-12-28,11.89,15.61,8.89
18590,1983-12-29,11.39,17.22,5.61
18591,1983-12-30,13.39,22.22,6.11
18592,1983-12-31,13.94,21.72,6.72
18593,1984-01-01,16.0,20.0,10.61
18594,1984-01-02,14.5,20.0,8.89
18595,1984-01-03,13.0,20.0,5.0
18596,1984-01-04,12.89,22.78,2.78
18597,1984-01-05,14.94,21.11,8.28
18598,1984-01-06,12.56,21.11,6.72
18599,1984-01-07,11.33,20.0,4.39
18600,1984-01-08,10.17,17.22,7.22
18601,1984-01-09,11.56,17.78,9.39
18602,1984-01-10,11.28,23.28,2.78
18603,1984-01-11,13.5,20.61,1.72
18604,1984-01-12,13.28,18.28,6.11
18605,1984-01-13,10.39,15.61,5.0
18606,1984-01-14,9.72,15.61,5.61
18607,1984-01-15,8.22,15.61,2.22
18608,1984-01-16,6.83,13.89,1.11
18609,1984-01-17,6.06,16.11,-0.5
18610,1984-01-18,8.06,19.39,1.11
18611,1984-01-19,7.56,13.89,2.78
18612,1984-01-20,7.17,17.78,-1.61
18613,1984-01-21,8.89,16.11,3.28
18614,1984-01-22,6.83,16.72,0.0
18615,1984-01-23,9.22,18.28,5.0
18616,1984-01-24,10.67,23.89,2.22
18617,1984-01-25,12.61,24.39,3.28
18618,1984-01-26,12.17,22.78,4.39
18619,1984-01-27,15.78,22.22,10.61
18620,1984-01-28,15.0,25.0,6.11
18621,1984-01-29,14.39,26.72,4.39
18622,1984-01-30,14.83,25.61,6.11
18623,1984-01-31,16.67,25.0,6.72
18624,1984-02-01,12.22,23.28,7.22
18625,1984-02-02,11.61,22.78,5.61
18626,1984-02-03,17.33,23.28,8.28
18627,1984-02-04,15.67,24.39,6.72
18628,1984-02-05,12.33,23.89,2.78
18629,1984-02-06,13.33,25.61,4.39
18630,1984-02-07,13.78,25.61,3.28
18631,1984-02-08,13.17,24.39,3.28
18632,1984-02-09,10.83,20.61,3.28
18633,1984-02-10,10.89,16.72,7.22
18634,1984-02-11,9.22,17.78,1.72
